age,job,marital,education,balance,contact,day,month,duration,campaign,previous,poutcome,housing_new,loan_new,y_new
35,3,1,1,-701,0,7,4,531,3,0,2,1,1,0
53,3,1,0,0,0,7,4,263,1,0,2,1,1,0
30,0,1,1,-559,0,7,4,98,1,2,0,1,1,0
26,3,0,1,7475,0,7,4,204,1,0,2,1,0,0
52,6,1,0,448,0,7,4,82,1,0,2,1,0,0
33,6,0,2,490,0,7,4,31,1,2,0,1,0,0
31,3,1,1,990,0,7,4,92,1,0,2,1,1,0
28,6,1,1,0,0,7,4,47,1,0,2,1,0,0
32,1,1,1,169,0,7,4,22,11,0,2,1,0,0
50,6,0,1,2040,0,7,4,149,1,1,0,1,0,0
31,0,0,2,23,0,7,4,98,1,0,2,1,0,0
36,3,1,1,89,0,7,4,62,6,2,0,1,0,0
29,6,2,1,504,0,7,4,203,1,0,2,1,0,0
31,3,1,1,1326,0,7,4,689,1,0,2,1,0,0
41,3,1,0,293,0,7,4,102,1,0,2,1,1,0
24,7,0,1,14,0,7,4,241,1,0,2,1,0,0
28,3,0,1,87,0,7,4,27,1,1,0,1,0,0
34,0,0,2,171,0,7,4,191,1,1,0,1,0,0
24,3,1,0,-247,0,7,4,203,1,0,2,1,0,0
33,1,2,1,250,0,7,4,277,1,0,2,1,1,0
32,0,0,2,41,0,7,4,449,1,1,3,1,0,0
38,3,2,1,887,0,7,4,722,1,0,2,1,0,0
56,6,0,1,1854,1,7,4,45,1,2,0,1,0,0
39,0,0,2,968,0,7,4,59,1,6,0,1,0,0
38,7,1,1,369,1,7,4,224,1,0,2,1,0,0
31,0,0,2,874,0,7,4,98,1,2,0,1,0,0
37,8,0,2,2441,0,7,4,248,1,0,2,1,1,0
29,6,0,1,-194,0,7,4,127,1,0,2,1,0,0
51,0,1,1,441,0,7,4,189,2,2,3,1,0,0
33,0,1,2,29,0,7,4,549,1,0,2,1,0,0
37,7,1,1,343,0,7,4,104,1,7,0,1,1,0
27,3,1,1,245,0,7,4,121,1,2,0,1,0,0
29,6,0,2,422,0,7,4,103,1,1,0,1,0,0
25,2,0,2,140,0,7,4,348,1,0,2,1,0,0
35,1,1,1,883,0,7,4,333,1,1,0,1,0,0
47,7,1,1,1629,0,7,4,25,1,0,2,1,0,0
30,6,1,2,400,0,7,4,223,1,0,2,1,0,0
30,3,2,1,292,0,7,4,381,1,5,3,1,0,0
53,8,1,2,167,0,7,4,84,1,1,3,1,0,0
30,1,1,1,3875,0,7,4,131,1,2,3,1,0,0
34,3,2,1,-131,0,7,4,132,1,1,0,1,0,0
56,3,1,1,471,0,7,4,104,1,2,0,1,0,0
35,3,1,1,0,0,7,4,19,1,2,0,1,0,0
35,1,2,1,44,0,7,4,366,1,2,0,1,1,0
43,6,1,1,544,0,7,4,187,1,0,2,1,0,0
34,0,1,2,1495,0,7,4,50,1,0,2,1,0,0
40,3,0,1,322,0,7,4,201,1,0,2,1,0,0
34,0,0,2,2607,0,7,4,63,1,12,3,0,0,0
40,7,2,0,4,0,7,4,171,2,0,2,1,0,0
43,6,1,1,24,0,7,4,183,4,2,3,1,0,0
27,7,1,1,58,0,7,4,113,1,2,3,1,0,0
54,0,2,1,300,0,7,4,329,1,2,1,1,0,0
33,7,0,1,1646,1,7,4,317,2,0,2,1,0,0
32,1,0,2,69,0,7,4,95,1,3,3,0,0,0
32,1,0,2,514,0,7,4,138,1,1,0,1,1,0
33,3,0,1,381,0,7,4,1957,1,0,2,1,0,0
26,4,2,1,-295,0,7,4,556,1,0,2,1,0,0
36,0,0,2,260,0,7,4,49,1,0,2,1,0,0
34,1,0,1,49,0,7,4,393,1,1,0,0,0,0
32,7,1,1,426,0,7,4,383,1,1,3,1,1,0
37,0,2,2,641,0,7,4,334,1,0,2,1,0,0
30,6,0,1,222,0,7,4,455,1,0,2,1,0,0
32,3,0,1,1291,0,7,4,223,1,1,0,1,0,0
50,2,1,1,806,0,7,4,141,8,2,3,1,1,0
36,0,1,1,396,0,7,4,327,4,0,2,1,0,0
30,3,0,1,959,0,7,4,375,1,0,2,1,0,0
39,3,1,1,-219,0,7,4,101,1,0,2,1,0,0
34,0,2,2,94,0,7,4,46,1,0,2,1,0,0
38,1,0,2,178,0,7,4,184,1,1,0,1,0,0
27,1,0,1,-211,0,7,4,146,1,3,0,1,0,0
44,3,1,0,134,0,7,4,378,1,0,2,1,0,0
38,6,2,1,673,0,7,4,429,1,3,3,1,0,0
32,1,0,1,129,0,7,4,213,1,0,2,1,0,0
37,0,1,2,900,0,7,4,155,1,2,0,1,0,0
38,3,0,1,4860,0,7,4,130,1,0,2,1,0,0
33,8,0,2,544,0,7,4,155,1,0,2,1,0,0
32,1,0,1,1210,0,7,4,107,1,4,0,1,1,0
40,2,1,2,-164,0,7,4,87,1,0,2,0,0,0
45,0,1,2,1033,0,7,4,177,1,1,0,1,0,0
28,3,1,1,251,0,7,4,754,1,0,2,1,0,0
35,3,0,0,1147,1,7,4,29,1,0,2,1,1,0
34,7,0,1,-38,0,7,4,48,1,0,2,1,0,0
24,3,0,1,6837,0,7,4,345,1,0,2,1,0,0
28,7,0,1,6332,1,7,4,149,1,4,0,1,0,0
35,3,0,1,-177,0,7,4,193,1,0,2,1,1,0
36,2,1,2,280,0,7,4,252,1,1,0,1,0,0
41,0,1,0,733,0,7,4,69,1,7,0,1,0,0
41,7,0,0,5907,0,7,4,198,1,5,0,1,0,0
36,6,0,1,0,1,7,4,63,1,3,0,1,1,0
36,0,0,2,-679,0,7,4,172,1,1,0,1,1,0
31,8,1,2,259,0,7,4,47,1,0,2,1,0,0
40,6,0,1,178,0,7,4,83,1,0,2,1,0,0
31,3,0,3,461,0,7,4,462,1,0,2,1,0,0
45,2,1,2,3689,0,7,4,397,1,5,0,1,0,0
58,5,1,1,-324,0,7,4,229,2,0,2,1,0,0
39,0,1,2,3,0,7,4,1145,1,1,0,1,0,0
33,3,1,0,494,0,7,4,159,1,2,0,1,0,0
30,6,1,1,187,0,7,4,56,1,1,0,1,0,0
47,0,0,2,714,0,7,4,609,1,0,2,1,0,0
48,6,1,1,-30,0,7,4,133,1,0,2,1,0,0
39,3,1,1,0,0,7,4,502,1,2,0,1,0,0
41,1,0,1,32,0,7,4,162,1,0,2,1,0,0
35,7,0,1,544,0,7,4,91,1,2,0,1,0,0
27,1,0,1,905,0,7,4,245,1,0,2,1,1,0
39,0,0,2,4239,0,7,4,40,1,0,2,1,0,0
44,3,2,0,-57,0,7,4,234,1,2,0,1,0,0
38,2,1,0,-786,0,7,4,126,1,0,2,1,0,0
32,3,1,1,428,0,7,4,93,1,1,0,1,0,0
34,1,1,1,-1490,0,7,4,219,1,0,2,1,1,0
32,3,1,0,39,0,7,4,128,1,0,2,1,0,0
33,2,1,2,2179,0,7,4,217,1,2,3,1,1,0
33,7,0,1,358,0,7,4,302,1,3,0,1,0,0
26,3,0,1,2,0,7,4,223,1,0,2,1,0,0
31,3,0,1,11639,0,7,4,1191,1,0,2,1,0,0
39,2,2,1,-271,0,7,4,406,1,0,2,1,0,0
55,3,2,1,-152,0,7,4,36,3,0,2,1,0,0
21,1,0,1,64,0,7,4,16,1,0,2,1,0,0
37,0,1,2,502,0,7,4,551,1,1,0,1,0,0
23,1,0,1,4659,0,7,4,158,1,4,0,1,0,0
24,6,1,1,61,0,7,4,278,1,2,3,1,1,0
41,3,1,0,6596,0,7,4,192,1,1,0,1,0,0
58,5,1,2,138,0,7,4,143,1,5,0,0,0,0
32,3,1,0,-145,0,7,4,273,1,0,2,1,1,0
58,0,1,0,1052,0,7,4,147,1,4,0,1,0,0
25,3,0,1,-392,0,7,4,346,1,0,2,1,0,0
36,2,1,2,4576,0,7,4,272,1,0,2,1,0,0
25,7,0,1,0,0,7,4,282,1,0,2,1,0,0
46,0,1,1,1363,0,7,4,60,4,0,2,1,1,0
47,7,1,3,12839,0,7,4,50,1,4,0,1,0,0
45,1,0,1,29,0,7,4,86,1,1,0,1,0,0
32,7,0,2,1763,0,7,4,163,2,0,2,1,0,0
31,1,0,1,77,0,7,4,229,1,0,2,1,0,0
25,11,0,1,520,0,7,4,236,1,0,2,1,0,0
54,1,1,1,6,0,7,4,109,1,1,0,1,0,0
39,1,0,1,14,0,7,4,72,1,0,2,1,0,0
44,1,1,1,78,0,7,4,122,1,1,0,1,0,0
31,3,0,1,1882,0,7,4,529,2,0,2,0,0,0
53,3,1,1,913,0,7,4,213,1,1,0,1,0,0
28,7,0,1,168,0,7,4,128,1,0,2,1,0,0
39,1,1,1,-475,0,7,4,168,3,1,0,1,0,0
59,5,1,1,599,0,7,4,31,1,0,2,1,0,0
51,2,1,2,228,0,7,4,72,1,0,2,1,0,0
54,0,2,2,0,0,7,4,199,1,3,0,1,0,0
37,3,0,1,2469,0,7,4,232,1,0,2,1,0,0
53,0,1,2,34230,0,7,4,279,1,9,3,1,1,0
57,0,1,2,779,0,7,4,282,1,1,0,1,0,0
60,3,1,1,322,0,7,4,63,1,0,2,1,0,0
51,7,1,3,6,0,7,4,282,1,0,2,1,0,0
51,5,1,0,670,0,7,4,391,1,0,2,1,0,0
47,1,2,2,477,1,7,4,973,1,1,0,1,0,0
41,0,1,2,1072,0,7,4,199,1,0,2,1,0,0
37,0,1,2,64,0,7,4,219,1,1,0,0,0,0
53,6,0,0,0,0,7,4,176,1,5,3,1,0,0
37,3,1,1,7,0,7,4,336,1,0,2,1,1,0
41,7,0,1,-278,0,7,4,17,5,3,0,1,0,0
48,3,1,1,0,0,7,4,275,1,0,2,1,1,0
33,1,1,1,399,0,7,4,143,1,0,2,1,0,0
30,1,0,1,359,0,7,4,362,1,1,0,1,0,0
57,8,1,2,192,0,7,4,320,1,0,2,1,0,0
47,3,2,1,25,0,7,4,166,1,0,2,1,0,0
36,0,0,2,1804,0,7,4,170,1,1,3,0,0,0
29,6,0,1,428,0,7,4,54,1,2,0,1,1,0
37,3,1,0,223,0,7,4,569,1,3,0,1,0,0
58,7,1,1,2745,0,7,4,161,1,2,0,1,0,0
53,8,1,1,1066,0,7,4,57,2,4,0,1,0,0
44,7,1,1,191,0,7,4,490,1,0,2,1,1,0
24,6,0,1,1725,0,7,4,59,1,0,2,1,0,0
51,2,1,1,0,0,7,4,158,1,2,0,1,0,0
54,0,1,2,8509,0,7,4,147,1,0,2,1,0,0
48,1,1,1,-938,0,7,4,134,1,2,0,1,0,0
46,1,2,1,-1034,0,7,4,195,1,0,2,1,1,0
32,0,0,2,-307,0,7,4,447,2,2,0,1,1,0
29,3,0,1,2891,0,7,4,293,1,0,2,1,0,0
31,1,1,1,504,0,7,4,52,2,0,2,1,1,0
34,1,2,1,558,0,7,4,130,2,5,0,1,0,0
31,3,0,1,0,0,7,4,113,2,1,3,1,0,0
56,7,2,1,72,0,7,4,263,1,4,0,1,1,0
41,10,1,0,322,0,7,4,105,1,2,0,0,0,0
42,3,1,1,2044,0,7,4,155,1,5,0,1,1,0
29,3,0,1,43,0,7,4,142,1,1,0,0,0,0
42,7,0,1,2348,0,7,4,448,2,0,2,1,0,0
35,3,1,1,682,0,7,4,141,1,0,2,1,0,0
42,6,1,1,874,0,7,4,176,1,2,3,1,0,0
38,3,1,0,1,0,7,4,154,1,0,2,1,0,0
37,0,0,2,815,0,7,4,77,1,0,2,1,0,0
40,1,0,1,1001,0,7,4,148,1,0,2,1,1,0
50,3,1,1,16,0,7,4,290,1,11,0,1,0,0
45,10,1,2,0,1,7,4,309,1,0,2,1,0,0
39,1,0,2,741,0,7,4,69,1,0,2,1,0,0
28,3,1,1,-470,0,7,4,275,2,0,2,1,0,0
28,0,0,2,682,0,7,4,79,1,0,2,1,0,0
28,3,1,1,922,0,7,4,226,1,1,3,1,0,0
47,3,1,0,328,0,7,4,58,1,0,2,1,0,0
46,0,1,1,21,0,7,4,124,1,2,0,1,0,0
35,1,0,1,1467,0,7,4,381,1,0,2,1,1,0
43,3,2,0,1234,0,7,4,307,1,0,2,1,0,0
51,3,2,0,57,0,7,4,355,1,0,2,1,1,0
27,11,0,2,37,0,7,4,125,1,1,0,1,0,0
23,3,0,1,537,0,7,4,172,1,2,3,1,0,0
47,3,1,0,206,0,7,4,118,1,0,2,1,1,0
50,0,1,1,0,0,7,4,55,1,0,2,1,1,0
41,1,0,2,5365,0,7,4,412,2,0,2,1,0,0
57,5,1,1,455,0,7,4,361,1,0,2,1,0,0
30,3,1,1,-109,0,7,4,160,4,0,2,1,1,0
34,2,1,1,393,0,7,4,174,1,3,0,1,0,0
47,7,1,1,278,0,7,4,51,1,1,3,1,0,0
34,3,1,3,0,0,7,4,183,1,0,2,1,0,0
48,7,1,1,1323,0,7,4,99,1,0,2,1,1,0
55,7,1,1,0,0,7,4,110,1,0,2,0,0,0
51,7,1,1,1703,0,7,4,101,1,0,2,1,0,0
43,3,0,0,181,0,7,4,174,1,2,0,1,0,0
53,3,1,1,148,0,7,4,66,1,1,0,1,0,0
40,3,1,0,32,0,7,4,102,1,0,2,1,0,0
51,3,1,1,160,0,7,4,136,1,1,0,1,0,0
49,1,1,1,0,0,7,4,190,1,1,3,1,0,0
36,3,1,1,0,0,7,4,332,1,0,2,1,0,0
44,7,1,0,3,0,7,4,228,1,0,2,1,0,0
54,3,1,0,6242,0,7,4,162,1,0,2,1,0,0
50,7,2,1,339,0,7,4,43,3,0,2,1,0,0
55,3,1,1,2854,0,7,4,312,1,0,2,1,0,0
41,1,1,1,77,0,7,4,56,1,0,2,1,0,0
32,0,1,2,1544,0,7,4,265,1,0,2,1,0,0
35,3,0,1,2227,0,7,4,219,1,0,2,1,0,0
32,3,0,1,-219,0,7,4,446,6,2,0,1,0,0
30,2,1,1,-388,0,7,4,263,1,3,0,1,0,0
40,3,2,1,0,0,7,4,135,1,0,2,1,0,0
58,3,1,3,807,0,7,4,57,1,2,0,1,0,0
31,1,0,1,656,0,7,4,158,1,1,3,1,0,0
40,3,1,1,1938,0,7,4,228,1,0,2,1,0,0
38,1,1,1,0,0,7,4,193,2,5,3,1,1,0
36,3,1,1,2095,0,7,4,122,2,0,2,1,0,0
55,3,1,0,728,0,7,4,247,1,0,2,1,0,0
32,3,1,1,489,0,7,4,103,2,4,0,1,0,0
34,1,2,1,592,0,7,4,67,3,0,2,1,0,0
25,7,1,1,51,0,7,4,159,2,2,0,1,1,0
35,6,1,1,0,0,7,4,121,2,0,2,1,0,0
28,7,1,1,15,0,7,4,182,2,1,0,1,0,0
45,6,0,1,-101,0,7,4,101,1,1,0,1,0,0
34,0,1,2,676,0,7,4,156,1,1,1,0,0,0
49,3,1,1,-327,0,7,4,423,1,0,2,1,0,0
34,7,1,1,-99,0,7,4,258,2,0,2,1,1,0
33,3,1,1,478,0,7,4,349,1,1,0,1,0,0
28,1,0,1,618,0,7,4,281,1,0,2,1,0,0
51,7,1,2,218,0,7,4,154,3,2,0,1,0,0
59,0,2,2,-23,1,7,4,287,2,0,2,1,0,0
28,1,1,1,7449,0,7,4,193,1,0,2,1,0,0
31,1,0,1,1626,0,7,4,356,2,3,0,0,0,0
30,0,0,2,492,0,7,4,94,1,0,2,1,0,0
53,1,0,2,757,0,7,4,122,2,0,2,1,0,0
47,3,2,0,223,1,7,4,140,2,0,2,1,0,0
56,3,1,3,982,0,7,4,135,2,0,2,1,1,0
44,0,1,2,430,0,7,4,97,2,2,0,0,0,0
31,0,0,1,202,0,7,4,590,1,0,2,1,0,0
32,3,0,0,216,0,7,4,87,2,1,1,1,0,0
43,3,2,1,-91,0,7,4,92,3,4,3,1,1,0
51,7,1,1,753,0,7,4,541,2,0,2,1,0,0
23,1,0,3,231,0,7,4,560,3,1,3,1,0,0
31,2,0,2,734,0,7,4,295,1,4,3,1,0,0
36,6,0,1,9,0,7,4,473,2,0,2,1,0,0
40,9,2,1,193,0,7,4,195,1,1,0,1,0,0
28,3,0,0,553,0,7,4,225,3,3,0,1,0,0
24,1,0,1,1371,0,7,4,166,2,0,2,1,1,0
53,3,0,3,160,0,7,4,589,2,0,2,1,0,0
44,7,1,0,2386,0,7,4,228,2,0,2,1,0,0
37,0,2,2,-1,0,7,4,101,1,1,0,1,1,0
25,3,0,0,758,0,7,4,258,1,1,0,1,0,0
25,11,0,2,0,0,7,4,178,1,0,2,1,0,0
50,8,0,1,766,0,7,4,253,2,4,0,1,0,0
48,6,1,1,368,1,7,4,430,2,2,0,1,0,0
36,3,1,0,441,0,7,4,100,4,1,0,1,0,0
31,0,0,2,0,0,7,4,45,1,2,0,1,0,0
38,7,1,0,0,0,7,4,127,1,2,3,1,1,0
27,0,0,2,405,0,7,4,129,2,0,2,1,0,0
36,0,0,2,243,0,7,4,160,2,3,0,1,0,0
53,6,2,1,26,0,7,4,56,1,1,0,1,0,0
40,3,1,1,356,0,7,4,1254,3,1,0,1,1,0
53,2,1,1,162,0,7,4,270,2,0,2,1,0,0
45,3,1,1,54,0,7,4,279,1,1,0,1,0,0
48,0,2,1,122,1,7,4,325,1,0,2,1,0,0
57,1,1,1,1753,0,7,4,539,1,0,2,1,0,0
43,3,1,3,175,0,7,4,54,1,0,2,0,0,0
45,3,1,0,956,0,7,4,643,1,0,2,1,0,0
30,6,0,1,239,0,7,4,115,3,0,2,1,0,0
24,0,0,2,1085,0,7,4,95,6,0,2,0,1,0
42,6,0,1,2790,0,7,4,425,1,1,0,1,0,0
27,3,0,1,4,0,7,4,153,2,0,2,1,0,0
35,3,0,1,142,0,7,4,266,2,1,0,1,0,0
34,9,2,2,530,0,7,4,57,1,0,2,1,0,0
32,2,1,1,-25,0,7,4,243,2,0,2,1,0,0
46,3,1,1,4646,0,7,4,33,3,1,0,1,0,0
38,8,2,2,1513,0,7,4,330,1,1,0,0,0,0
47,2,0,2,77,0,7,4,308,1,3,0,1,1,0
47,0,1,2,618,0,7,4,50,2,3,0,1,0,0
58,0,1,2,246,0,7,4,245,2,2,0,1,0,0
28,6,1,1,-393,0,7,4,247,2,2,0,1,1,0
38,0,1,3,546,0,7,4,437,3,2,0,1,0,0
27,11,0,1,8366,0,7,4,458,2,1,3,0,0,0
43,4,1,1,703,0,7,4,96,3,1,0,1,0,0
28,6,0,1,697,0,7,4,404,2,0,2,1,0,0
52,0,1,2,-1224,0,7,4,253,4,0,2,1,0,0
36,6,2,1,181,0,7,4,271,2,0,2,1,0,0
26,7,0,1,5533,0,7,4,582,2,4,0,1,0,0
42,3,2,0,78,0,7,4,227,2,0,2,1,0,0
28,8,0,2,270,0,7,4,49,2,2,0,1,0,0
35,3,1,0,1033,0,7,4,244,2,0,2,1,0,0
50,3,1,0,162,0,7,4,924,3,0,2,1,0,0
27,7,0,1,814,0,7,4,62,2,0,2,1,0,0
43,0,1,2,0,0,7,4,240,3,5,0,1,0,0
29,0,1,2,2417,0,7,4,126,2,0,2,1,0,0
28,1,0,1,417,0,7,4,188,2,2,3,1,1,0
37,0,1,2,19,0,7,4,580,2,0,2,1,0,0
33,1,2,1,2,0,7,4,600,2,17,0,1,0,0
56,1,1,1,264,0,7,4,639,2,5,1,1,1,0
41,3,1,1,424,0,7,4,83,5,0,2,1,0,0
33,6,1,1,543,0,7,4,244,2,0,2,1,0,0
28,8,0,2,75,0,7,4,245,3,0,2,1,0,0
54,3,2,1,1145,0,7,4,178,3,0,2,1,0,0
24,1,1,1,432,0,7,4,212,2,0,2,1,0,0
39,1,2,1,411,0,7,4,17,2,0,2,1,0,0
36,10,1,1,556,0,7,4,35,3,0,2,1,0,0
33,7,1,0,0,0,7,4,227,2,0,2,1,0,0
46,2,1,2,193,0,7,4,201,8,0,2,1,0,0
42,3,1,0,0,0,7,4,209,2,0,2,1,1,0
38,1,1,1,2000,0,7,4,198,2,0,2,1,0,0
34,1,0,1,105,0,7,4,146,2,3,0,1,0,0
27,3,0,1,-717,0,7,4,202,2,1,3,1,1,0
31,6,1,1,799,0,7,4,556,3,0,2,1,0,0
35,6,2,1,0,0,7,4,262,2,0,2,1,0,0
31,1,0,3,460,0,7,4,189,2,0,2,1,0,0
26,10,1,1,13,0,7,4,132,2,1,3,1,0,0
31,9,0,2,140,1,7,4,11,2,0,2,1,0,0
51,0,1,2,1854,0,7,4,166,3,2,0,1,1,0
53,3,1,0,2144,0,7,4,217,2,1,0,1,0,0
56,2,1,2,16125,1,7,4,202,2,1,0,0,0,0
38,6,2,2,2801,0,7,4,252,2,0,2,1,1,0
39,3,1,1,660,0,7,4,93,4,3,0,1,1,0
38,3,0,0,0,0,7,4,350,2,0,2,1,0,0
57,7,1,1,1577,1,7,4,908,2,1,3,1,0,0
33,3,1,0,50,0,7,4,246,2,0,2,1,0,0
29,3,1,1,-20,0,7,4,140,3,0,2,1,0,0
31,3,1,1,1664,0,7,4,603,2,2,0,1,0,0
44,8,1,2,11757,0,7,4,152,2,0,2,0,0,0
37,9,0,1,490,0,7,4,739,2,3,0,1,1,0
38,3,2,1,595,0,7,4,245,3,0,2,1,0,0
43,3,1,1,1255,0,7,4,300,2,0,2,1,1,0
41,1,2,1,348,0,7,4,225,2,2,0,1,0,0
28,6,0,1,-181,0,7,4,429,2,4,0,1,1,0
32,3,0,1,567,0,7,4,275,2,4,3,1,0,0
32,0,2,2,-277,0,7,4,196,3,0,2,1,0,0
33,1,0,1,5214,0,7,4,293,2,0,2,1,0,0
37,3,1,1,740,0,7,4,434,3,2,0,1,0,0
55,5,1,1,1,1,7,4,79,2,6,3,1,0,0
32,2,1,2,0,0,7,4,388,2,2,0,1,0,0
50,0,1,2,1174,0,7,4,128,2,0,2,1,0,0
45,1,1,1,1240,0,7,4,269,2,0,2,0,0,0
32,1,0,2,2626,0,7,4,217,2,2,3,1,1,0
32,3,0,2,3014,0,7,4,291,2,0,2,1,0,0
40,6,1,1,168,0,7,4,249,2,1,0,1,0,0
38,2,1,3,1134,0,7,4,249,4,3,0,1,0,0
29,0,1,2,991,0,7,4,109,2,0,2,0,0,0
32,6,1,1,203,0,7,4,219,2,0,2,1,1,0
36,0,2,2,-252,0,7,4,235,2,1,3,1,0,0
55,0,2,2,608,0,7,4,161,2,0,2,1,0,0
37,0,1,2,591,0,7,4,181,2,5,0,1,0,0
39,7,0,1,1163,0,7,4,432,3,2,3,1,0,0
59,5,1,1,417,0,7,4,476,2,0,2,1,0,0
33,1,1,1,348,0,7,4,263,2,1,1,1,0,0
31,7,0,1,1192,0,7,4,156,2,2,3,1,0,0
36,1,1,1,197,0,7,4,589,2,0,2,1,0,0
46,1,2,1,-154,0,7,4,215,2,1,0,1,0,0
30,1,0,2,3086,0,7,4,84,3,1,0,1,0,0
43,7,0,1,37,0,7,4,329,2,0,2,1,0,0
33,1,2,2,2558,0,7,4,680,2,2,0,0,0,0
35,3,1,1,848,0,7,4,174,3,2,0,1,0,0
29,8,1,2,0,0,7,4,253,2,1,0,1,0,0
33,3,1,1,1221,0,7,4,127,6,0,2,1,0,0
27,1,1,1,130,0,7,4,265,3,0,2,1,0,0
27,10,0,2,979,0,7,4,272,4,1,3,1,0,0
32,3,1,1,2263,0,7,4,113,2,0,2,0,0,0
32,7,0,1,1274,0,7,4,239,2,0,2,1,0,0
48,0,1,2,60,1,7,4,376,2,7,0,0,0,0
32,6,0,1,626,0,7,4,324,2,1,0,1,0,0
30,0,1,2,86,0,7,4,255,6,3,0,1,1,0
32,6,1,3,516,0,7,4,20,8,0,2,1,0,0
43,6,2,1,146,0,7,4,274,3,2,0,1,0,0
33,3,1,1,0,0,7,4,831,4,0,2,1,0,0
52,0,1,2,0,0,7,4,541,3,5,0,1,1,0
58,2,0,2,229,0,7,4,162,7,0,2,1,0,0
37,3,1,1,-158,0,7,4,892,2,0,2,1,1,0
59,0,1,0,0,1,7,4,123,3,0,2,1,0,0
57,1,1,1,3071,0,7,4,63,3,0,2,1,1,0
44,0,2,2,0,1,7,4,146,4,0,2,1,0,0
25,8,0,1,933,0,7,4,463,2,0,2,1,0,0
43,3,1,0,823,1,7,4,174,12,0,2,1,0,0
24,1,0,1,-540,0,7,4,190,2,0,2,1,0,0
25,1,2,2,2317,0,7,4,273,4,0,2,1,0,0
33,7,1,1,0,0,7,4,172,2,0,2,1,1,0
46,5,1,0,-35,0,7,4,304,3,0,2,1,0,0
50,3,1,1,26,0,7,4,245,5,2,0,1,0,0
38,7,1,2,563,0,7,4,251,2,0,2,1,0,0
33,1,2,1,0,0,7,4,177,2,0,2,1,0,0
26,11,0,1,279,0,7,4,239,3,0,2,0,0,0
39,6,1,2,464,0,7,4,100,1,0,2,1,0,0
22,11,0,1,252,0,7,4,206,3,0,2,1,0,0
46,1,1,1,-408,1,7,4,138,4,1,3,1,1,0
51,3,1,3,0,1,7,4,10,4,0,2,1,0,0
53,3,1,1,0,0,7,4,407,2,0,2,1,0,0
35,3,1,1,1615,0,7,4,1051,2,0,2,1,0,0
34,6,2,1,0,0,7,4,323,3,0,2,1,0,0
27,3,1,1,-584,0,7,4,411,2,0,2,1,0,0
49,0,1,2,734,0,7,4,42,2,3,0,1,0,0
54,3,1,1,1223,0,7,4,369,1,0,2,1,0,0
52,0,1,2,249,1,7,4,100,1,0,2,1,1,0
27,3,0,1,185,0,7,4,212,1,0,2,1,0,0
41,0,1,2,11103,1,7,4,55,1,0,2,1,0,0
37,3,1,1,140,0,7,4,490,1,0,2,1,1,0
28,6,0,1,26,0,7,4,227,2,0,2,1,0,0
39,3,0,1,0,0,7,4,722,2,0,2,1,0,0
45,1,2,1,3271,0,7,4,388,2,0,2,0,0,0
36,3,1,1,195,0,7,4,1297,2,0,2,1,1,0
33,1,0,1,781,0,7,4,201,1,0,2,1,0,0
32,1,0,2,1849,0,7,4,155,1,0,2,1,0,0
34,3,0,0,279,0,7,4,208,1,1,0,1,0,0
29,1,0,1,281,0,7,4,340,1,0,2,1,0,0
26,1,1,1,518,0,7,4,189,3,0,2,1,0,0
28,7,0,1,805,0,7,4,148,5,7,3,1,0,0
29,0,1,2,202,0,7,4,378,1,0,2,1,0,0
49,3,1,0,762,0,7,4,373,2,4,0,1,0,0
47,7,1,1,1269,0,7,4,181,1,6,3,1,0,0
38,3,1,1,117,0,7,4,54,1,1,0,1,0,0
40,6,2,3,64,0,7,4,873,1,1,0,1,0,0
43,3,1,1,232,1,8,4,128,8,7,3,1,0,0
37,7,1,1,4760,0,8,4,182,2,2,0,1,0,0
47,3,2,1,169,0,8,4,141,2,0,2,1,0,0
36,7,2,0,418,0,8,4,156,2,0,2,1,0,0
35,0,1,2,247,0,8,4,209,3,3,3,1,0,0
44,1,1,1,135,0,8,4,262,3,0,2,1,0,0
40,6,2,1,-607,0,8,4,328,2,2,0,1,0,0
43,0,1,2,9,1,8,4,142,3,3,0,1,0,0
42,2,1,0,319,1,8,4,17,9,0,2,1,0,0
37,3,1,0,0,1,8,4,143,4,0,2,1,0,0
57,0,2,2,52,0,8,4,40,3,8,3,1,0,0
29,6,1,1,500,0,8,4,8,8,0,2,1,0,0
34,9,1,1,1243,0,8,4,157,4,0,2,1,1,0
56,3,1,1,1255,1,8,4,145,1,0,2,1,0,0
25,1,0,1,50,0,8,4,191,1,0,2,1,0,0
50,0,1,2,400,0,8,4,41,1,1,0,1,0,0
33,3,1,0,245,0,8,4,253,3,0,2,1,1,0
43,3,1,1,0,0,8,4,440,1,0,2,1,0,0
31,0,1,2,-181,0,8,4,127,1,2,0,1,0,0
39,6,0,1,2749,0,8,4,104,1,1,0,1,0,0
44,2,1,0,5039,0,8,4,317,2,0,2,0,0,0
42,3,1,0,608,0,8,4,67,2,0,2,1,0,0
31,8,0,3,7118,0,8,4,795,6,3,0,1,0,0
34,9,0,1,233,0,8,4,11,8,4,0,1,0,0
57,5,2,1,1029,0,8,4,165,1,0,2,1,0,0
37,3,1,0,120,0,8,4,80,4,1,3,1,0,0
42,0,2,2,357,0,8,4,39,1,0,2,1,0,0
29,6,2,1,883,0,8,4,85,1,0,2,0,1,0
